SpCluster,Station,Year,dens.percomp.change,dens.weight.mean,dens.weight.mean.y1,dens.percomp,dens.percomp.y1,SAVArea.percomp.change,SAVArea,denscomp.max,SAV_HA.max
Fresh,CB1.1,1984,NA,161.336668803,NA,0.04321255769262964,NA,NA,2100.6709149000003,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1985,-6.839296939474826e-4,158.783176383,161.336668803,0.04252862799868216,0.04321255769262964,-0.02645799169997398,1973.7202749599999,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1986,0.012566501392997642,205.7009609695,158.783176383,0.0550951293916798,0.04252862799868216,0.07601796621618034,2338.46940511,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1987,-0.0011826695624480993,201.2853934195,205.7009609695,0.0539124598292317,0.0550951293916798,-0.02766583709095327,2205.72328579,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1989,-0.019372362280081677,128.95752013450002,201.2853934195,0.03454009754915002,0.0539124598292317,-0.05456013318848446,1943.93305235,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1990,0.01297616412822905,177.404805046,128.95752013450002,0.047516261677379074,0.03454009754915002,-0.03575187501743454,1772.38853514,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1991,0.0049212725935843735,195.7786706285,177.404805046,0.05243753427096345,0.047516261677379074,-0.020801092537759414,1672.58080827,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1992,0.005451695328420554,216.1329012175,195.7786706285,0.057889229599384,0.05243753427096345,0.019848089090232945,1767.81583745,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1993,0.002157799669287447,224.1891753465,216.1329012175,0.06004702926867145,0.057889229599384,-0.0038853684784684317,1749.1730764899999,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1994,0.01995433005360936,298.689860123,224.1891753465,0.08000135932228081,0.06004702926867145,0.17534504557043407,2590.5130390199997,3733.5598126494997,4798.196377849999
Fresh,CB1.1,1995,-0.005791197322256442,277.0680785335,298.689860123,0.07421016200002437,0.08000135932228081,-0.1329864592986752,1952.41789171,3733.5598126494997,4798.196377849999
